Architecture    Offer                 Publisher                      Sku                                               Urn                                                                                                          Version
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.4405.251105                    20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.4529.251205                    20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.4648.260108                    20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.4773.260206                    20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.4893.260303                    20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.5020.260413                    20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.5139.260507                    20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.5256.260607                    20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk                    MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk:20348.5386.260711                    20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.4405.251105                 20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.4529.251205                 20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.4648.260108                 20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.4773.260206                 20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.4893.260303                 20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.5020.260413                 20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.5139.260507                 20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.5256.260607                 20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-core-smalldisk-g2                 MicrosoftWindowsServer:windowsserver2022:2022-datacenter-core-smalldisk-g2:20348.5386.260711                 20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.4405.251105                                20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.4529.251205                                20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.4648.260108                                20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.4773.260206                                20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.4893.260303                                20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.5020.260413                                20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.5139.260507                                20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.5256.260607                                20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-g2                                MicrosoftWindowsServer:windowsserver2022:2022-datacenter-g2:20348.5386.260711                                20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.4405.251105                         20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.4529.251205                         20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.4648.260108                         20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.4773.260206                         20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.4893.260303                         20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.5020.260413                         20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.5139.260507                         20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.5256.260607                         20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk                         MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk:20348.5386.260711                         20348.5386.260711
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.4405.251105                      20348.4405.251105
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.4529.251205                      20348.4529.251205
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.4648.260108                      20348.4648.260108
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.4773.260206                      20348.4773.260206
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.4893.260303                      20348.4893.260303
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.5020.260413                      20348.5020.260413
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.5139.260507                      20348.5139.260507
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.5256.260607                      20348.5256.260607
x64             windowsserver2022     MicrosoftWindowsServer         2022-datacenter-smalldisk-g2                      MicrosoftWindowsServer:windowsserver2022:2022-datacenter-smalldisk-g2:20348.5386.260711                      20348.5386.260711
x64             windowsserverupgrade  MicrosoftWindowsServer         server2012upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2012upgrade:14393.24523.231004                             14393.24523.231004
x64             windowsserverupgrade  MicrosoftWindowsServer         server2012upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2012upgrade:14393.5996.230622                              14393.5996.230622
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.8594.251107                              14393.8594.251107
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.8688.251205                              14393.8688.251205
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.8783.260109                              14393.8783.260109
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.8868.260206                              14393.8868.260206
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.8957.260304                              14393.8957.260304
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.9060.260413                              14393.9060.260413
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.9140.260507                              14393.9140.260507
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.9234.260607                              14393.9234.260607
x64             windowsserverupgrade  MicrosoftWindowsServer         server2016upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2016upgrade:14393.9339.260711                              14393.9339.260711
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.8027.251107                              17763.8027.251107
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.8146.251205                              17763.8146.251205
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.8276.260109                              17763.8276.260109
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.8389.260206                              17763.8389.260206
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.8511.260305                              17763.8511.260305
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.8644.260411                              17763.8644.260411
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.8755.260509                              17763.8755.260509
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.8880.260607                              17763.8880.260607
x64             windowsserverupgrade  MicrosoftWindowsServer         server2019upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2019upgrade:17763.9020.260711                              17763.9020.260711
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.4405.251105                              20348.4405.251105
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.4529.251205                              20348.4529.251205
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.4648.260108                              20348.4648.260108
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.4773.260206                              20348.4773.260206
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.4893.260303                              20348.4893.260303
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.5020.260413                              20348.5020.260413
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.5139.260507                              20348.5139.260507
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.5256.260607                              20348.5256.260607
x64             windowsserverupgrade  MicrosoftWindowsServer         server2022upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2022upgrade:20348.5386.260711                              20348.5386.260711
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.32230.260111                             26100.32230.260111
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.32370.260206                             26100.32370.260206
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.32522.260306                             26100.32522.260306
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.32690.260413                             26100.32690.260413
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.32860.260510                             26100.32860.260510
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.32995.260607                             26100.32995.260607
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.33158.260711                             26100.33158.260711
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.7171.251109                              26100.7171.251109
x64             windowsserverupgrade  MicrosoftWindowsServer         server2025upgrade                                 MicrosoftWindowsServer:windowsserverupgrade:server2025upgrade:26100.7462.251206                              26100.7462.251206
